web-scraper-order,web-scraper-start-url,name_of_location,food_address,phone_number,food_availability,food_coordinates,food_coordinates-href
"1588275637-106","https://ccfoodbank.org/food-locator/","Iglesia De La Communidad","","","","",""
"1588275637-811","https://ccfoodbank.org/food-locator/","","","","Open Every
Tuesday & Every Sunday, 11:30am - 12:30pm","",""
"1588275637-199","https://ccfoodbank.org/food-locator/","Springville Ignite Revival","","","","",""
"1588275637-425","https://ccfoodbank.org/food-locator/","","689 Harvard Ave  Clovis,  CA 93612","","","",""
"1588275637-725","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-163","https://ccfoodbank.org/food-locator/","Pixley Foundation Church of the Nazarene","","","","",""
"1588275637-936","https://ccfoodbank.org/food-locator/","","","","Open 2nd Thursday, 12pm - 2pm","",""
"1588275637-324","https://ccfoodbank.org/food-locator/","","1701 Whitson  Selma,  CA 93662","","","",""
"1588275637-961","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-639","https://ccfoodbank.org/food-locator/","","","559-477-3531","","",""
"1588275637-200","https://ccfoodbank.org/food-locator/","Springville Ignite Revival","","","","",""
"1588275637-842","https://ccfoodbank.org/food-locator/","","","","Open Student Pantry (only available for COS students)","",""
"1588275637-816","https://ccfoodbank.org/food-locator/","","","","Open Last Saturday of the Month, 9am - 11am","",""
"1588275637-372","https://ccfoodbank.org/food-locator/","","9191 Oleander Ave.  Raisin City ,  CA 93652","","","",""
"1588275637-327","https://ccfoodbank.org/food-locator/","","1501 14th Street, S  Sanger,  CA 93657","","","",""
"1588275637-276","https://ccfoodbank.org/food-locator/","","37802 Jose Basin Rd.  Auberry,  CA 93602","","","",""
"1588275637-1199","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.9609436,%20-120.0419995)"
"1588275637-822","https://ccfoodbank.org/food-locator/","","","","Open Sundays, 8am-12pm","",""
"1588275637-1060","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday, 9:00am -12:00pm","",""
"1588275637-456","https://ccfoodbank.org/food-locator/","","1606 Mill St, Selma  Selma,  CA 93662","","","",""
"1588275637-386","https://ccfoodbank.org/food-locator/","","20620 S. Grantland Ave.  Riverdale,  CA 93656","","","",""
"1588275637-933","https://ccfoodbank.org/food-locator/","","","","Open 4th Thursday 1-3pm","",""
"1588275637-1074","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3450309,%20-119.2963098)"
"1588275637-282","https://ccfoodbank.org/food-locator/","","4884 E. Butler Ave.  Fresno,  CA 93727","","","",""
"1588275637-433","https://ccfoodbank.org/food-locator/","","100 E.. College Ave.  Porterville,  CA 93257","","","",""
"1588275637-24","https://ccfoodbank.org/food-locator/","Caruthers Seventh Day Adventist","","","","",""
"1588275637-51","https://ccfoodbank.org/food-locator/","EOC - Mendota","","","","",""
"1588275637-634","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-170","https://ccfoodbank.org/food-locator/","Rainbow Housing Corporation","","","","",""
"1588275637-6","https://ccfoodbank.org/food-locator/","Avenal Adult School","","","","",""
"1588275637-7","https://ccfoodbank.org/food-locator/","Avenal Community Health Center","","","","",""
"1588275637-330","https://ccfoodbank.org/food-locator/","","2529 E. Belmont Ave.  Fresno,  CA 93701","","","",""
"1588275637-804","https://ccfoodbank.org/food-locator/","","","","Open 2nd Friday, 10am - 12pm
(No Distirbutions during Summer from June-August)","",""
"1588275637-147","https://ccfoodbank.org/food-locator/","Mt. Zion Assemblies, USDA","","","","",""
"1588275637-1121","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3309769,%20-119.6456152)"
"1588275637-387","https://ccfoodbank.org/food-locator/","","20620 S Grantland A  Riverdale,  CA 93656","","","",""
"1588275637-761","https://ccfoodbank.org/food-locator/","","","559-733-2784","","",""
"1588275637-803","https://ccfoodbank.org/food-locator/","","","","Open 1st Thursday, 10am - 12pm","",""
"1588275637-40","https://ccfoodbank.org/food-locator/","Corcoran Family Resource Center - Neighborhood Market","","","","",""
"1588275637-636","https://ccfoodbank.org/food-locator/","","","559-816-5052","","",""
